loan_id,application_document,income_document,identity_document,document_status
LN-14279,MISSING,AVAILABLE,MISSING,MISSING
LN-14280,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14281,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14282,MISSING,AVAILABLE,MISSING,PENDING
LN-14283,MISSING,MISSING,AVAILABLE,MISSING
LN-14284,AVAILABLE,MISSING,MISSING,PENDING
LN-14285,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14286,MISSING,MISSING,AVAILABLE,PENDING
LN-14287,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14288,MISSING,MISSING,AVAILABLE,MISSING
LN-14289,MISSING,MISSING,MISSING,AVAILABLE
LN-14290,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14291,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14292,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14293,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14294,MISSING,MISSING,MISSING,PENDING
LN-14295,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14296,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14297,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14298,AVAILABLE,MISSING,MISSING,MISSING
LN-14299,MISSING,AVAILABLE,MISSING,PENDING
LN-14300,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14301,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14302,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14303,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14304,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14305,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14306,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14307,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14308,MISSING,MISSING,MISSING,AVAILABLE
LN-14309,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14310,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14311,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14312,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14313,MISSING,MISSING,AVAILABLE,MISSING
LN-14314,MISSING,MISSING,MISSING,PENDING
LN-14315,MISSING,MISSING,AVAILABLE,MISSING
LN-14316,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14317,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14318,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14319,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14320,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14321,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14322,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14323,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14324,MISSING,MISSING,MISSING,PENDING
LN-14325,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14326,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-14327,MISSING,MISSING,AVAILABLE,MISSING
LN-14328,MISSING,MISSING,AVAILABLE,PENDING
LN-14329,AVAILABLE,MISSING,MISSING,MISSING
LN-14330,MISSING,MISSING,AVAILABLE,MISSING
LN-14331,MISSING,MISSING,MISSING,PENDING
LN-14332,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14333,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14334,MISSING,MISSING,MISSING,AVAILABLE
LN-14335,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14336,MISSING,AVAILABLE,MISSING,PENDING
LN-14337,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14338,MISSING,AVAILABLE,MISSING,MISSING
LN-14339,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14340,MISSING,AVAILABLE,MISSING,PENDING
LN-14341,AVAILABLE,MISSING,MISSING,PENDING
LN-14342,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14343,MISSING,MISSING,MISSING,MISSING
LN-14344,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14345,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14346,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14347,AVAILABLE,MISSING,MISSING,MISSING
LN-14348,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14349,MISSING,MISSING,MISSING,PENDING
LN-14350,MISSING,AVAILABLE,MISSING,PENDING
LN-14351,MISSING,MISSING,MISSING,PENDING
LN-14352,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14353,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14354,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14355,MISSING,MISSING,MISSING,AVAILABLE
LN-14356,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14357,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14358,MISSING,MISSING,MISSING,AVAILABLE
LN-14359,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14360,AVAILABLE,MISSING,MISSING,PENDING
LN-14361,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14362,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14363,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14364,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14365,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14366,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14367,AVAILABLE,MISSING,MISSING,PENDING
LN-14368,AVAILABLE,MISSING,MISSING,PENDING
LN-14369,MISSING,MISSING,MISSING,PENDING
LN-14370,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14371,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14372,MISSING,MISSING,MISSING,PENDING
LN-14373,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14374,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14375,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14376,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14377,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14378,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-14379,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14380,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14381,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14382,MISSING,MISSING,MISSING,AVAILABLE
LN-14383,AVAILABLE,MISSING,MISSING,PENDING
LN-14384,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14385,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14386,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14387,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14388,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14389,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14390,MISSING,MISSING,MISSING,MISSING
LN-14391,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14392,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14393,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14394,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14395,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14396,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14397,MISSING,MISSING,MISSING,PENDING
LN-14398,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14399,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14400,AVAILABLE,MISSING,MISSING,PENDING
LN-14401,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14402,MISSING,MISSING,MISSING,AVAILABLE
LN-14403,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14404,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14405,MISSING,MISSING,AVAILABLE,MISSING
LN-14406,MISSING,MISSING,AVAILABLE,MISSING
LN-14407,AVAILABLE,MISSING,MISSING,PENDING
LN-14408,MISSING,MISSING,MISSING,AVAILABLE
LN-14409,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14410,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14411,MISSING,MISSING,MISSING,MISSING
LN-14412,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14413,MISSING,AVAILABLE,MISSING,MISSING
LN-14414,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14415,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14416,MISSING,MISSING,AVAILABLE,PENDING
LN-14417,AVAILABLE,MISSING,MISSING,MISSING
LN-14418,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14419,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14420,MISSING,AVAILABLE,MISSING,PENDING
LN-14421,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14422,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14423,MISSING,MISSING,AVAILABLE,MISSING
LN-14424,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14425,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14426,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14427,MISSING,AVAILABLE,MISSING,MISSING
LN-14428,AVAILABLE,MISSING,MISSING,PENDING
LN-14429,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14430,MISSING,AVAILABLE,MISSING,MISSING
LN-14431,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14432,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14433,AVAILABLE,MISSING,MISSING,MISSING
LN-14434,MISSING,MISSING,MISSING,AVAILABLE
LN-14435,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14436,MISSING,MISSING,AVAILABLE,PENDING
LN-14437,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14438,MISSING,MISSING,MISSING,MISSING
LN-14439,MISSING,AVAILABLE,MISSING,MISSING
LN-14440,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14441,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14442,MISSING,MISSING,AVAILABLE,PENDING
LN-14443,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14444,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-14445,MISSING,AVAILABLE,MISSING,PENDING
LN-14446,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14447,MISSING,MISSING,MISSING,PENDING
LN-14448,MISSING,MISSING,AVAILABLE,PENDING
LN-14449,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14450,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14451,MISSING,MISSING,AVAILABLE,MISSING
LN-14452,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14453,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14454,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14455,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14456,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14457,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14458,MISSING,AVAILABLE,MISSING,MISSING
LN-14459,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14460,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14461,AVAILABLE,MISSING,MISSING,MISSING
LN-14462,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-14463,AVAILABLE,MISSING,MISSING,MISSING
LN-14464,AVAILABLE,MISSING,MISSING,PENDING
LN-14465,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14466,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14467,MISSING,MISSING,MISSING,MISSING
LN-14468,AVAILABLE,MISSING,MISSING,PENDING
LN-14469,MISSING,AVAILABLE,MISSING,MISSING
LN-14470,MISSING,AVAILABLE,MISSING,PENDING
LN-14471,MISSING,AVAILABLE,MISSING,PENDING
LN-14472,MISSING,MISSING,AVAILABLE,PENDING
LN-14473,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14474,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14475,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14476,MISSING,AVAILABLE,MISSING,PENDING
LN-14477,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14478,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14479,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14480,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14481,MISSING,AVAILABLE,MISSING,PENDING
LN-14482,MISSING,MISSING,MISSING,MISSING
LN-14483,AVAILABLE,MISSING,MISSING,MISSING
LN-14484,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14485,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14486,MISSING,MISSING,MISSING,MISSING
LN-14487,AVAILABLE,MISSING,MISSING,MISSING
LN-14488,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-14489,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14490,AVAILABLE,MISSING,MISSING,MISSING
LN-14491,AVAILABLE,MISSING,MISSING,PENDING
LN-14492,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14493,MISSING,MISSING,AVAILABLE,PENDING
LN-14494,MISSING,MISSING,AVAILABLE,MISSING
LN-14495,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14496,MISSING,MISSING,AVAILABLE,MISSING
LN-14497,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-14498,AVAILABLE,MISSING,MISSING,MISSING
LN-14499,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14500,AVAILABLE,MISSING,MISSING,PENDING
LN-14501,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14502,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14503,MISSING,MISSING,MISSING,PENDING
LN-14504,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-14505,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14506,MISSING,MISSING,MISSING,AVAILABLE
LN-14507,MISSING,MISSING,MISSING,MISSING
LN-14508,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14509,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14510,MISSING,MISSING,AVAILABLE,PENDING
LN-14511,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14512,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14513,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14514,MISSING,MISSING,MISSING,PENDING
LN-14515,MISSING,AVAILABLE,MISSING,PENDING
LN-14516,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14517,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14518,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14519,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-14520,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14521,MISSING,MISSING,MISSING,PENDING
LN-14522,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14523,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14524,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14525,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14526,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14527,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14528,MISSING,AVAILABLE,MISSING,PENDING
LN-14529,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14530,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14531,AVAILABLE,MISSING,MISSING,PENDING
LN-14532,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14533,MISSING,MISSING,AVAILABLE,PENDING
LN-14534,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14535,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14536,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14537,MISSING,MISSING,MISSING,MISSING
LN-14538,MISSING,MISSING,AVAILABLE,PENDING
LN-14539,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14540,AVAILABLE,MISSING,MISSING,PENDING
LN-14541,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14542,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14543,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14544,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14545,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14546,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14547,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14548,MISSING,AVAILABLE,MISSING,MISSING
LN-14549,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14550,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14551,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14552,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14553,MISSING,MISSING,AVAILABLE,PENDING
LN-14554,MISSING,AVAILABLE,MISSING,PENDING
LN-14555,AVAILABLE,MISSING,MISSING,MISSING
LN-14556,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14557,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14558,MISSING,MISSING,MISSING,PENDING
LN-14559,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14560,MISSING,MISSING,AVAILABLE,PENDING
LN-14561,MISSING,AVAILABLE,MISSING,MISSING
LN-14562,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14563,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14564,MISSING,MISSING,MISSING,AVAILABLE
LN-14565,MISSING,MISSING,MISSING,MISSING
LN-14566,MISSING,AVAILABLE,MISSING,PENDING
LN-14567,AVAILABLE,MISSING,MISSING,MISSING
LN-14568,MISSING,AVAILABLE,MISSING,MISSING
LN-14569,MISSING,MISSING,MISSING,MISSING
LN-14570,MISSING,MISSING,AVAILABLE,PENDING
LN-14571,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14572,MISSING,MISSING,MISSING,MISSING
LN-14573,MISSING,MISSING,AVAILABLE,MISSING
LN-14574,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14575,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14576,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14577,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14578,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14579,MISSING,MISSING,MISSING,PENDING
LN-14580,MISSING,MISSING,AVAILABLE,PENDING
LN-14581,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14582,MISSING,MISSING,AVAILABLE,MISSING
LN-14583,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14584,AVAILABLE,MISSING,MISSING,MISSING
LN-14585,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14586,MISSING,MISSING,MISSING,PENDING
LN-14587,MISSING,AVAILABLE,MISSING,PENDING
LN-14588,MISSING,MISSING,MISSING,MISSING
LN-14589,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14590,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14591,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14592,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14593,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14594,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14595,MISSING,MISSING,MISSING,MISSING
LN-14596,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14597,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14598,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14599,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14600,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14601,MISSING,MISSING,MISSING,MISSING
LN-14602,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14603,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14604,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14605,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14606,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14607,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14608,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14609,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14610,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14611,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14612,MISSING,MISSING,AVAILABLE,MISSING
LN-14613,MISSING,MISSING,AVAILABLE,PENDING
LN-14614,MISSING,MISSING,MISSING,MISSING
LN-14615,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14616,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14617,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14618,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14619,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14620,MISSING,AVAILABLE,MISSING,PENDING
LN-14621,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14622,AVAILABLE,MISSING,MISSING,PENDING
LN-14623,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14624,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14625,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-14626,AVAILABLE,MISSING,MISSING,MISSING
LN-14627,MISSING,AVAILABLE,MISSING,PENDING
LN-14628,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14629,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14630,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14631,AVAILABLE,MISSING,MISSING,PENDING
LN-14632,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14633,MISSING,AVAILABLE,MISSING,MISSING
LN-14634,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14635,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14636,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14637,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14638,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14639,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14640,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14641,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14642,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14643,AVAILABLE,MISSING,MISSING,MISSING
LN-14644,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14645,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14646,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14647,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14648,MISSING,MISSING,MISSING,AVAILABLE
LN-14649,MISSING,AVAILABLE,AVAILABLE,MISSING
LN-14650,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14651,MISSING,AVAILABLE,MISSING,PENDING
LN-14652,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14653,AVAILABLE,MISSING,MISSING,MISSING
LN-14654,MISSING,AVAILABLE,MISSING,PENDING
LN-14655,MISSING,MISSING,MISSING,PENDING
LN-14656,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14657,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14658,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14659,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14660,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14661,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14662,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14663,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14664,MISSING,MISSING,MISSING,MISSING
LN-14665,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14666,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14667,AVAILABLE,MISSING,MISSING,PENDING
LN-14668,MISSING,AVAILABLE,MISSING,MISSING
LN-14669,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14670,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14671,MISSING,MISSING,MISSING,AVAILABLE
LN-14672,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-14673,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14674,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14675,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14676,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14677,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14678,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14679,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14680,MISSING,MISSING,AVAILABLE,AVAILABLE
LN-14681,MISSING,MISSING,MISSING,PENDING
LN-14682,MISSING,MISSING,MISSING,MISSING
LN-14683,MISSING,MISSING,MISSING,AVAILABLE
LN-14684,MISSING,MISSING,MISSING,PENDING
LN-14685,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14686,MISSING,AVAILABLE,AVAILABLE,AVAILABLE
LN-14687,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14688,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14689,MISSING,MISSING,MISSING,MISSING
LN-14690,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14691,MISSING,MISSING,AVAILABLE,PENDING
LN-14692,MISSING,MISSING,AVAILABLE,PENDING
LN-14693,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE
LN-14694,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14695,AVAILABLE,AVAILABLE,AVAILABLE,MISSING
LN-14696,MISSING,AVAILABLE,MISSING,PENDING
LN-14697,MISSING,MISSING,MISSING,PENDING
LN-14698,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14699,MISSING,MISSING,AVAILABLE,PENDING
LN-14700,MISSING,AVAILABLE,MISSING,MISSING
LN-14701,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14702,MISSING,MISSING,AVAILABLE,MISSING
LN-14703,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14704,AVAILABLE,MISSING,AVAILABLE,PENDING
LN-14705,AVAILABLE,AVAILABLE,MISSING,MISSING
LN-14706,MISSING,MISSING,MISSING,MISSING
LN-14707,AVAILABLE,MISSING,MISSING,AVAILABLE
LN-14708,AVAILABLE,AVAILABLE,MISSING,PENDING
LN-14709,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-14710,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14711,MISSING,MISSING,MISSING,AVAILABLE
LN-14712,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14713,AVAILABLE,MISSING,AVAILABLE,MISSING
LN-14714,AVAILABLE,MISSING,AVAILABLE,AVAILABLE
LN-14715,AVAILABLE,AVAILABLE,MISSING,AVAILABLE
LN-14716,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14717,MISSING,AVAILABLE,MISSING,AVAILABLE
LN-14718,MISSING,MISSING,AVAILABLE,MISSING
LN-14719,MISSING,AVAILABLE,AVAILABLE,PENDING
LN-14720,AVAILABLE,AVAILABLE,AVAILABLE,PENDING
LN-14721,MISSING,MISSING,AVAILABLE,MISSING
